ID,Age,Income,Debt,CreditScore,EmploymentYears,EducationLevel,Default
103487,56,27448,80155,732,13,Master,1
681304,54,126770,77647,403,14,High School,0
94372,54,66727,45137,494,25,Master,0
194402,26,114834,55739,617,5,Bachelor,1
303433,61,61685,15640,508,14,High School,0
963525,55,142586,10115,559,13,PhD,0
446662,38,88851,8637,506,25,High School,0
824309,58,171563,9401,483,1,High School,0
654278,20,23119,6883,658,22,High School,1
818104,61,50338,36046,826,15,High School,0
362079,62,37844,35180,804,28,PhD,1
236425,61,194788,31328,332,1,PhD,0
103727,32,92703,88440,361,9,PhD,0
537958,64,174658,46417,550,6,High School,0
784416,36,183753,17381,548,19,Master,1
407488,59,195618,58834,820,5,PhD,0
980799,41,92214,83499,844,8,PhD,0
706093,36,178921,54432,460,10,High School,0
89092,41,151717,67551,778,11,Bachelor,0
18867,18,111471,68939,766,6,Bachelor,1
427842,53,70190,26429,423,21,PhD,0
43424,29,167960,56632,368,28,High School,1
381842,36,166583,25799,651,18,Bachelor,1
83152,48,80762,40787,603,8,High School,0
589163,51,118642,53581,693,10,PhD,0
453597,25,94160,66401,617,0,Bachelor,0
818452,54,154891,68642,449,20,PhD,0
563777,59,77503,28130,336,12,Master,1
812370,39,143917,50435,392,22,High School,0
333766,39,151689,89858,478,25,Bachelor,0
991403,57,41450,8460,433,4,Bachelor,0
227453,34,63499,62145,559,1,Bachelor,0
3427,33,190736,39308,429,11,Bachelor,0
128915,45,160412,91658,443,19,Bachelor,0
861077,41,109989,27475,336,2,Master,1
702744,25,153398,93691,456,24,Bachelor,0
785716,50,28164,16671,428,29,PhD,0
650550,36,133425,22964,838,12,Bachelor,0
411302,65,115574,67499,758,1,Master,0
711235,54,167916,63950,653,30,High School,0
615112,43,31197,81197,636,24,High School,0
826391,39,114050,31388,570,21,Master,0
439877,41,80661,94779,497,18,Bachelor,1
672015,63,50077,47609,359,5,High School,0
443547,54,198447,15247,720,5,PhD,0
458911,20,55844,5424,719,25,PhD,1
338876,29,100258,98102,791,17,Bachelor,1
6434,36,110700,59063,420,25,Bachelor,0
731095,20,124114,95325,542,4,High School,1
100733,36,102219,11855,842,6,Bachelor,0
668494,24,85214,54835,379,15,High School,1
738809,51,90388,50787,363,19,High School,0
200833,65,39146,94595,527,3,Master,0
304774,52,50925,21628,755,3,Bachelor,0
491291,51,157172,14848,548,22,PhD,1
842544,20,73630,36174,841,26,Bachelor,0
410462,48,102136,62684,341,7,Master,0
825073,46,60472,61874,326,9,Bachelor,0
415018,60,43479,34880,762,22,High School,1
883185,50,37659,67564,651,24,High School,0
802588,53,181850,51549,346,9,Master,0
671195,64,47797,87875,761,2,PhD,0
471064,45,191636,26715,787,16,High School,1
821103,44,176710,58091,331,24,Bachelor,0
966552,58,143192,97628,633,19,High School,0
651419,38,47315,37242,576,16,Master,0
780596,52,26423,9778,685,15,High School,0
84848,42,32176,76542,647,16,High School,1
895737,35,29666,61751,686,28,High School,0
595876,24,74700,39935,571,13,PhD,0
702675,61,25153,18458,533,2,PhD,0
429068,26,112072,53791,533,24,PhD,0
487586,45,36453,83631,339,18,High School,0
613561,34,171659,88233,427,2,High School,0
143341,52,83439,27306,543,1,Bachelor,0
248019,59,164541,50923,379,13,Master,0
585629,56,87464,94114,356,4,PhD,0
903970,32,28000,36559,836,30,Bachelor,1
571573,58,128889,28284,387,10,Master,0
626420,28,107495,7882,355,30,Bachelor,1
981472,64,100720,68619,846,22,High School,1
109332,57,51833,77147,741,22,Master,1
344808,18,138328,66213,572,0,High School,0
661927,19,142258,41496,408,29,Master,0
141503,40,144134,99912,608,25,PhD,1
352435,28,121281,18980,620,5,Bachelor,1
684144,45,139637,65967,625,6,PhD,0
788183,41,24683,42255,415,14,PhD,1
199160,24,36834,68407,545,12,PhD,0
243657,53,166720,47595,438,14,PhD,0
477932,64,36600,67436,584,12,High School,0
352403,63,107286,20556,472,30,High School,0
617151,59,106272,79501,740,16,Master,0
636152,19,53107,71180,632,2,High School,1
697615,65,118467,66125,317,16,PhD,1
464766,45,103558,58251,442,10,Master,0
415415,44,136473,61623,346,2,Master,0
144041,27,141338,5915,456,4,Bachelor,0
116607,32,105926,68622,627,4,Bachelor,1
545401,60,113192,92221,360,0,Bachelor,0
387979,59,166093,32535,478,25,Master,0
961732,24,149314,67599,580,1,PhD,1
28969,48,100438,98467,674,25,Master,0
984443,38,145978,74968,473,18,Master,0
253865,61,25851,85653,335,12,Bachelor,0
260269,55,164532,94791,776,5,Bachelor,0
605928,39,25436,5298,755,23,High School,0
985931,49,67255,75123,525,12,PhD,0
777589,30,172579,51661,587,24,PhD,0
70536,36,147972,68996,687,27,PhD,0
875466,27,165744,76723,364,5,High School,1
55977,52,155407,87232,329,30,High School,0
236888,47,90936,89515,721,20,High School,0
391443,20,43752,56449,509,9,High School,0
46285,58,105136,56178,781,23,Master,0
600468,54,92828,97697,768,23,PhD,0
62303,45,43843,8172,816,19,High School,0
106235,46,152773,12175,321,5,High School,0
549291,25,123605,50488,519,16,Bachelor,1
445955,39,50961,91326,586,25,Bachelor,0
785083,56,84572,47138,380,13,PhD,0
407247,23,88113,50002,693,5,PhD,0
841297,57,116996,32869,601,23,PhD,0
7183,20,110941,28276,311,20,Bachelor,0
168536,50,113145,5260,641,19,High School,0
995339,35,108586,22402,712,10,Bachelor,0
419359,52,160787,98640,534,29,Bachelor,0
429023,39,114721,61497,812,29,Master,0
189437,25,117809,58038,697,14,PhD,0
802683,49,137411,72264,719,30,PhD,0
22982,36,114582,74725,350,8,PhD,0
421963,22,194125,52643,312,0,High School,0
295005,35,134434,32531,530,20,PhD,1
680591,33,107552,47730,833,3,High School,1
488270,52,118032,31347,734,10,Bachelor,0
421297,60,197486,11803,349,0,High School,0
377444,56,127930,8836,714,0,High School,0
703313,27,130746,35101,735,20,Bachelor,0
238430,59,101675,41931,412,22,High School,0
933584,60,47533,43505,442,3,High School,0
576355,62,80117,14586,337,14,Master,0
724388,60,56360,59740,348,30,Master,0
875511,29,172875,80527,807,0,High School,0
232465,25,156855,69613,571,7,High School,0
357145,41,63190,32941,612,26,Master,0
308305,59,120669,67250,324,21,High School,0
835310,49,85944,47397,750,22,Bachelor,0
866877,32,48607,12276,644,30,Master,0
902603,39,35712,59157,632,14,PhD,0
32094,31,124079,39540,771,12,Bachelor,0
110536,63,54935,97017,368,29,High School,0
932696,45,186129,74912,645,10,Master,0
783649,31,122022,41128,451,19,Bachelor,0
285539,57,137002,15877,848,9,High School,0
673573,37,164537,26981,825,29,PhD,1
816420,20,73525,50378,487,4,Bachelor,0
808738,52,109425,46800,658,0,Master,0
333005,38,62398,88610,688,23,Master,0
157209,55,65380,48774,723,26,Bachelor,0
255243,21,60651,26944,794,16,High School,1
812195,60,24941,63920,696,18,Master,0
891008,19,174422,35297,382,2,Master,1
125455,20,28641,29751,567,3,High School,0
257685,65,130997,82913,558,18,High School,1
653449,55,57383,46481,675,22,Bachelor,0
437748,31,179501,86074,787,28,PhD,0
707026,38,47750,57111,422,29,Master,0
245643,61,173320,50237,539,28,High School,0
44480,50,39177,32515,325,23,Bachelor,0
741423,53,46346,27450,411,11,PhD,0
65423,30,44211,95792,488,29,Master,0
570594,45,173847,45861,524,13,High School,0
595368,27,116763,48801,433,1,Bachelor,1
540329,32,192288,18967,821,22,Master,0
156516,19,76318,12946,437,25,Bachelor,0
573700,41,152578,99624,527,17,Master,0
903182,39,169665,69221,333,15,High School,0
662464,37,80178,26810,360,14,High School,0
312210,44,107197,67436,535,11,Master,0
879371,51,150111,70968,517,24,High School,0
330598,51,84774,63039,621,12,Bachelor,0
959947,47,191690,6882,577,8,Master,0
770724,28,188316,25820,434,24,Master,0
860925,49,153363,53184,716,13,Bachelor,1
491830,63,85851,65983,698,17,High School,0
919811,64,155972,18839,630,22,Bachelor,1
798635,45,34470,12144,374,17,Bachelor,0
689351,53,51132,58411,488,19,Master,0
196139,27,97892,85081,417,30,Bachelor,0
461009,23,28220,78230,573,6,Master,1
202877,58,84800,58487,776,28,Master,0
191538,20,100310,26731,847,26,Master,0
685368,56,109818,34101,716,15,PhD,0
702645,59,23302,73296,429,16,Master,0
483203,61,117093,33395,604,15,PhD,0
289787,63,41737,40199,395,25,Bachelor,0
612635,56,142127,41033,587,17,PhD,1
583209,46,37122,45621,697,6,PhD,1
395052,24,196020,48266,515,27,PhD,0
76806,24,176698,69461,552,0,High School,0
960987,22,131557,60071,322,11,Bachelor,1
410347,34,169292,71525,830,24,High School,0
619747,27,23878,69707,664,25,High School,0
26335,31,161670,16506,413,19,High School,0
298702,43,128412,98815,508,21,Master,0
492959,52,170837,17238,710,2,Master,0
514626,58,36529,32396,448,0,High School,0
142763,58,71373,63905,597,30,PhD,0
760977,58,55933,62343,785,17,High School,0
947245,19,25361,6729,755,26,Master,0
655830,30,189466,46445,408,4,High School,0
856660,44,127639,51279,795,2,Master,0
840039,54,59705,88880,340,16,PhD,0
557905,25,35183,46561,377,26,Bachelor,0
258830,59,152783,23220,527,5,Bachelor,0
796262,54,163395,50480,408,21,High School,0
465968,40,141835,42292,575,18,Bachelor,0
694216,19,52666,32003,719,12,High School,1
964763,37,59442,16855,329,13,High School,0
836114,58,142974,68906,802,25,Master,0
514140,49,114066,17757,728,7,Bachelor,0
293154,54,197607,71238,453,25,Bachelor,1
264345,33,171050,53381,590,16,PhD,0
496522,50,47279,69241,814,12,PhD,0
727279,22,152751,58711,640,24,Bachelor,0
439869,38,31999,66571,732,23,Bachelor,0
205866,52,194196,47776,353,0,PhD,0
303093,20,34692,80377,438,24,PhD,1
315,18,23681,57884,480,2,Master,0
964664,57,190255,54870,362,12,Master,0
612683,53,96115,32484,495,26,PhD,0
262358,23,70878,62570,703,16,Master,0
998474,21,112983,32481,792,30,High School,0
46940,27,90460,97609,554,3,High School,0
79668,32,119018,62379,622,30,Master,0
297905,52,66593,57494,728,6,Master,0
540602,23,101887,11999,757,6,Master,1
238099,58,125215,51152,664,7,High School,0
462464,47,165597,66159,507,1,High School,0
321519,34,170876,94671,520,1,Bachelor,0
437899,32,178068,74354,397,26,High School,0
386691,44,159355,28366,631,6,High School,0
925962,51,192226,28781,738,6,Bachelor,1
697829,27,174081,63266,355,14,PhD,0
117905,62,40016,39718,450,17,PhD,1
963598,65,21852,64156,410,1,PhD,1
444974,59,179200,40648,664,14,Master,0
572402,28,20827,39524,313,0,Bachelor,0
561419,57,90579,59284,467,22,High School,0
767519,46,25415,80290,325,6,High School,0
709024,56,158303,55389,313,7,Master,0
745537,42,144272,57466,397,10,Bachelor,0
386225,34,133482,66480,486,18,Bachelor,1
348776,32,188513,6990,678,19,Master,1
664779,62,147699,92918,572,3,PhD,0
523495,61,177081,6120,731,26,Master,0
290568,60,32243,66063,439,9,High School,0
353540,40,36364,82521,339,29,Master,0
436441,52,184808,59984,424,7,Bachelor,0
491039,30,107375,69336,522,1,High School,0
76323,57,49839,20548,813,13,Bachelor,0
443897,38,135147,78946,842,30,High School,1
317982,44,158643,18243,462,26,High School,0
382433,34,192813,12833,593,5,Master,0
964349,24,158854,42620,681,12,PhD,0
928673,30,115700,90275,722,11,PhD,1
258197,21,187262,95278,841,11,PhD,0
680047,32,81788,27453,705,29,Master,1
705040,53,52056,27864,716,15,Bachelor,0
794828,45,33612,81861,356,23,Master,0
853871,40,66715,54828,836,9,Bachelor,0
662749,59,35153,58627,781,19,Master,0
301839,63,38399,6400,557,12,Bachelor,1
245061,37,168422,43282,466,10,High School,0
177954,47,71067,44667,333,10,High School,0
528903,53,125333,90726,509,14,Master,0
810809,50,153770,48706,582,22,PhD,1
152228,36,94260,69276,581,3,Bachelor,0
125743,39,26236,64144,334,4,High School,1
356781,33,183712,32690,421,3,PhD,0
729201,25,75435,35641,739,23,Bachelor,0
287639,39,190378,82658,698,19,Bachelor,0
950312,18,149601,49217,478,1,High School,0
246945,27,119339,15305,672,30,PhD,0
439143,25,121754,59723,574,30,Bachelor,0
104917,40,158148,36846,537,23,Bachelor,0
544427,55,89504,92839,520,14,PhD,1
751676,51,177581,66824,556,28,Master,0
650143,47,124016,69577,579,19,Bachelor,0
558729,45,46343,95367,440,21,Master,0
310757,22,76140,10718,823,20,Bachelor,1
916507,48,39889,91902,395,26,PhD,0
805853,41,113581,52785,375,21,High School,0
565641,49,135917,10494,487,6,High School,0
894959,60,77971,25341,770,6,PhD,0
426364,45,89523,49241,329,27,Master,0
588844,58,20181,96437,629,29,High School,0
775644,30,66175,63391,777,24,PhD,0
747265,20,100426,60159,516,26,PhD,0
280530,37,109630,12249,540,23,High School,1
254250,46,69809,20079,451,0,High School,1
540784,19,161160,71876,318,23,High School,0
464592,24,186229,68186,467,23,Master,1
810237,52,96104,88218,643,29,Bachelor,0
949079,45,160360,74284,307,15,High School,0
290580,42,111504,89640,841,30,High School,0
985052,62,76708,73105,842,15,Master,0
619767,24,88146,21403,391,3,Master,1
230562,34,119741,62924,760,20,High School,0
675177,37,65897,49680,767,29,Bachelor,0
103806,26,169156,58728,302,24,Bachelor,0
293502,50,87827,95547,348,1,PhD,1
16314,27,153059,6571,803,3,PhD,0
235878,47,128162,76460,581,12,Bachelor,0
582824,51,95534,19910,308,10,PhD,0
805758,55,62822,26627,503,13,PhD,0
970318,57,100619,46730,617,11,Bachelor,0
372332,19,177257,11239,446,0,PhD,1
226541,42,107010,22979,525,30,High School,0
864139,48,23634,63412,562,6,PhD,1
58991,63,64454,95493,428,2,Bachelor,0
948623,33,180953,93289,706,7,Master,1
708161,18,69378,95189,373,2,Bachelor,1
986704,50,31815,53277,561,6,Master,0
11114,65,199172,20002,358,22,High School,0
144645,45,27151,52705,738,14,PhD,0
376545,18,182034,32993,477,29,Master,0
920686,42,43399,13902,625,26,PhD,1
200936,58,44553,47425,333,10,High School,0
608521,50,86089,82230,645,27,Bachelor,1
184621,48,106637,84785,606,11,Master,1
256793,62,182834,49706,649,16,Bachelor,0
876045,29,82033,94258,465,28,PhD,0
293713,47,68005,48620,648,30,Bachelor,0
591342,40,81701,34422,419,13,Bachelor,0
358474,59,154631,95252,580,1,High School,0
662973,36,79187,70256,752,12,High School,0
948501,37,179642,75264,550,0,Bachelor,0
496264,29,131683,43490,307,10,High School,0
49647,18,77836,56524,713,21,High School,0
682475,46,116670,26110,660,15,PhD,0
649402,59,48954,97824,628,25,High School,1
758959,59,76697,18757,809,14,High School,0
534472,51,61063,61610,570,21,High School,1
742732,52,101528,39285,670,25,Bachelor,0
557575,26,31691,64179,625,26,High School,0
695682,33,149699,25775,711,0,PhD,0
564686,24,95581,27117,818,8,PhD,0
575680,24,121266,39280,599,22,High School,0
951803,47,91629,35175,797,1,High School,0
877373,33,100270,88886,338,17,Master,0
413775,48,193485,19435,651,17,PhD,0
767963,28,174730,45750,713,23,High School,0
606561,52,92696,29238,466,2,Bachelor,0
676335,25,23759,61040,675,18,High School,1
48053,29,45881,38797,500,22,PhD,0
777583,23,93928,45470,555,2,Bachelor,0
728160,40,50211,53803,761,26,Master,0
351593,27,69169,49203,316,29,PhD,1
18435,21,167047,22945,367,7,Bachelor,0
636007,60,163897,80328,796,4,Bachelor,0
766189,46,162094,11454,668,3,Bachelor,0
937504,54,72505,5890,663,2,High School,1
699754,35,121875,52793,539,20,Master,0
171227,64,100571,98067,757,11,High School,0
505177,23,182857,15361,575,7,High School,0
137203,29,195726,89309,422,19,Master,0
559671,65,85567,25057,403,14,Bachelor,0
575454,22,23352,26095,340,13,Bachelor,0
554883,65,198795,39953,410,25,Master,0
116788,24,184429,23390,631,3,High School,1
220603,27,131777,90465,461,2,Bachelor,0
667951,27,139544,92200,335,11,High School,1
45691,21,116149,39926,695,11,Master,0
814219,34,41806,20322,360,2,PhD,0
315981,47,114619,91389,589,25,Bachelor,0
355629,36,34502,74327,679,9,Bachelor,0
271284,61,44332,85650,560,22,Bachelor,0
677493,27,63673,7048,465,28,High School,0
460800,49,109190,95491,848,15,PhD,0
10757,28,168130,84720,826,10,Bachelor,0
88124,44,21582,43661,717,24,High School,0
190658,20,39611,21935,846,17,Bachelor,0
395419,41,182867,21647,688,30,Bachelor,0
185974,38,73829,70736,619,24,Bachelor,1
367949,40,133668,87733,737,12,Bachelor,0
48986,21,80305,87617,597,7,High School,0
532911,57,29367,5822,736,6,Bachelor,1
284774,62,58165,77335,405,20,Bachelor,1
856032,43,79039,79358,332,0,Master,0
114951,44,75381,90117,796,22,High School,0
204388,58,110062,53949,746,21,High School,1
706415,56,145995,49525,497,1,Master,0
112219,35,101355,78027,488,27,Bachelor,0
137417,18,100616,85708,830,21,Bachelor,1
564691,24,162011,28992,647,23,High School,0
576583,59,85075,73636,357,5,PhD,0
308193,19,32021,85029,437,4,PhD,1
460679,56,140679,11113,635,10,Bachelor,0
77132,51,170532,94943,773,10,High School,0
968409,30,54281,78086,421,3,PhD,0
613306,37,105194,69752,585,26,Master,1
117879,27,41193,68203,364,6,Bachelor,0
570197,47,108820,96065,607,4,PhD,1
974314,36,124658,94465,540,10,PhD,0
649233,53,178700,30528,576,3,Bachelor,0
103538,46,38110,37923,522,8,Master,0
356849,54,125317,99894,709,24,Master,0
235459,65,131354,21723,712,26,PhD,0
879223,57,29942,88519,695,25,PhD,0
258628,59,72073,29492,529,19,PhD,0
431705,63,62604,79833,538,6,Master,0
447703,59,45163,89189,407,7,Bachelor,0
428961,39,117582,55371,661,13,PhD,1
165411,40,113572,67170,624,24,High School,1
624765,33,93448,93006,833,13,High School,0
626136,49,198291,12729,741,1,Bachelor,0
702835,29,114728,76848,457,30,PhD,0
294707,22,135027,38085,498,20,High School,0
416679,39,52504,46110,390,24,Bachelor,0
750663,43,139239,85230,707,23,Bachelor,0
903244,20,38772,29113,595,10,Master,0
703970,53,197556,18468,627,24,Master,1
548811,18,189842,45486,614,1,PhD,0
816591,45,42020,49726,327,24,Bachelor,0
342428,62,133411,5221,655,9,Master,0
503898,53,163767,16471,806,16,PhD,0
355379,54,191102,37948,746,23,Bachelor,0
176479,38,179856,77405,690,9,High School,0
269216,38,68759,76807,500,27,High School,0
787364,65,157579,84845,545,16,Bachelor,0
211451,59,71700,16153,569,30,PhD,0
66085,51,153368,19041,607,0,Master,1
484792,20,42611,67323,331,6,Master,0
661982,55,119870,43111,309,26,Master,0
250754,37,99322,28002,373,29,PhD,0
46681,29,100519,71359,440,20,High School,0
129239,34,171532,94573,465,6,PhD,1
812444,37,106757,7215,794,16,High School,0
944345,23,186268,38220,645,1,Master,0
29468,44,130410,62756,711,2,PhD,0
854253,52,153374,29555,426,1,High School,0
711844,20,140575,28692,416,18,Master,1
60222,58,176262,56332,552,7,PhD,0
226375,58,157438,80306,648,15,Master,1
637905,40,180955,39646,830,19,PhD,0
579642,55,95185,27608,371,5,High School,1
117744,21,87529,11949,336,8,PhD,0
513590,41,68163,81906,846,10,Master,0
731913,60,125633,23306,522,25,PhD,1
935334,26,30228,74278,652,14,High School,0
997179,32,21910,66556,656,14,PhD,1
284765,49,120270,93662,740,11,High School,0
478927,28,67261,84437,309,27,PhD,0
282035,44,63182,71605,325,20,Bachelor,0
395372,53,81933,32535,626,3,PhD,0
575824,53,44994,55228,744,28,High School,0
394088,21,75939,30561,521,27,PhD,0
959431,65,132123,28017,478,19,PhD,0
453037,21,30582,38885,416,12,PhD,0
859635,22,97290,48531,646,9,Master,0
648158,29,120044,81881,817,10,High School,0
820759,60,67559,28398,837,1,PhD,1
793633,24,39790,99607,365,11,Master,0
601298,58,121297,52858,445,24,Master,0
239851,56,200000,48769,816,0,Master,1
746059,21,42823,56063,410,8,Master,0
536983,30,105074,36975,825,21,Master,0
624491,30,56702,24531,716,1,High School,0
199814,59,103152,48900,594,23,PhD,0
71241,39,125957,69757,553,9,PhD,0
90202,18,62895,60597,796,24,Master,0
818727,39,124432,63929,817,23,High School,0
825704,54,124049,29046,420,18,Bachelor,0
792666,63,164660,54997,654,15,Bachelor,0
26129,32,191605,32728,539,30,Bachelor,1
774228,23,70830,16248,346,16,High School,0
737012,32,199390,85941,587,5,PhD,0
22025,32,167454,80255,615,4,PhD,0
461563,33,84176,54865,421,19,Bachelor,0
21659,62,30761,85873,493,7,Master,1
417079,47,129316,70207,560,10,Master,0
226348,37,100315,83175,706,8,PhD,0
966494,61,141617,97219,384,9,High School,0
970558,64,181941,51748,522,1,Bachelor,0
705966,22,86087,98905,583,0,Bachelor,0
115741,35,78352,51766,476,29,PhD,0
969449,30,187142,14995,469,10,Master,1
807919,50,158607,77802,735,26,High School,0
138361,38,84845,36110,655,16,Bachelor,0
792652,59,193639,61584,316,28,PhD,0
836225,59,160469,20245,830,25,Bachelor,0
161699,31,90208,49126,453,23,PhD,1
53709,49,75351,98144,603,0,High School,0
145393,48,49130,22751,765,4,High School,1
93141,44,34293,27171,384,1,Bachelor,0
706099,40,25360,92846,646,7,Bachelor,0
624028,57,32543,98017,412,28,Bachelor,0
909820,56,128569,56445,773,12,Master,1
411441,61,164061,30514,734,28,High School,0
130073,21,79939,74526,455,29,Bachelor,0
469217,34,23006,40229,731,4,High School,0
976096,39,58372,52945,632,5,High School,0
1854,20,146273,19472,412,7,Master,0
927942,55,72908,40428,462,2,Bachelor,1
993168,26,120962,60112,422,14,Bachelor,0
803739,47,130450,58274,756,13,Bachelor,0
314629,24,56850,73397,420,0,PhD,0
772944,40,192839,80935,588,6,High School,1
723742,62,74946,38288,640,29,High School,0
489415,44,199980,61886,655,25,Master,1
716777,23,56478,72534,617,9,Master,1
483302,40,135932,12191,516,3,High School,0
307169,54,41003,35274,379,30,Bachelor,0
202498,58,91793,82897,305,16,Bachelor,0
119240,51,23885,52838,480,8,High School,0
230512,62,66213,85463,531,16,Master,0
204571,42,75328,53395,404,6,High School,0
659890,18,123239,77405,372,3,Bachelor,0
172322,43,128134,52205,744,25,PhD,0
537850,23,123247,45115,477,14,PhD,0
62711,65,134395,17781,520,17,High School,0
870019,47,137530,50594,650,22,PhD,0
181101,60,36519,78201,538,23,High School,0
286235,57,136671,82546,485,25,PhD,0
566874,34,100354,77515,560,17,Master,0
50161,34,97198,34110,371,10,Bachelor,0
152190,27,30385,45916,374,7,Bachelor,0
541973,62,48576,64609,377,8,PhD,1
985407,43,158632,22854,628,29,Bachelor,1
212176,35,153275,84704,580,15,High School,0
280758,46,105897,68454,469,8,Bachelor,0
816681,35,123353,97233,596,27,PhD,1
880338,36,93545,69809,602,0,Master,0
298511,24,35650,28164,559,23,PhD,0
873794,42,114177,62651,492,17,High School,0
635549,21,58175,38623,431,18,PhD,1
807522,51,184273,6049,700,15,High School,0
416354,35,60118,34426,707,10,Bachelor,0
903924,23,88750,21102,498,19,High School,0
429639,39,73824,13791,304,12,Master,0
665469,58,181084,97773,634,24,Bachelor,0
402863,57,56191,47630,338,5,PhD,0
220099,60,147770,15158,837,26,High School,0
580662,37,176901,45408,604,20,Bachelor,1
145467,57,104792,14229,340,4,PhD,0
550742,44,53740,85851,371,24,PhD,1
900176,44,125480,43944,499,2,PhD,1
64129,47,89725,99340,539,2,Master,0
812136,30,134650,36984,587,27,Master,0
265222,34,165104,74520,824,2,Bachelor,1
341190,54,42409,56396,626,26,Bachelor,0
317104,35,24524,45995,714,1,Bachelor,0
738004,29,189941,16458,341,26,High School,0
96625,59,74138,14247,794,0,PhD,0
898717,30,141144,78707,732,8,PhD,0
123151,41,90032,39815,758,21,High School,0
793063,25,94946,82097,460,30,PhD,1
414462,59,195573,70894,346,3,PhD,1
998535,41,136692,53340,726,30,Bachelor,1
627088,39,79703,51619,451,17,Bachelor,0
961373,65,122785,19958,588,23,High School,0
727599,26,144275,5788,837,8,Bachelor,1
372340,65,167149,44983,317,9,Bachelor,0
931227,21,64266,32937,812,17,Master,0
39915,54,119996,97653,481,26,Master,0
478915,41,111963,7824,305,14,PhD,0
504633,42,199702,38983,580,18,Master,0
284224,56,134961,91665,325,13,Bachelor,0
550289,54,172662,23538,695,11,High School,0
54778,56,108708,59666,471,26,Master,1
125628,27,102435,48943,837,15,Bachelor,1
846369,42,176494,15849,329,28,Bachelor,0
471040,54,193086,66743,849,5,High School,0
604700,36,117098,48689,321,21,Master,0
369742,22,178473,18888,541,17,Master,1
725107,37,69465,58693,846,20,Bachelor,0
661456,45,127108,32609,699,17,Bachelor,0
504313,21,175429,46364,502,18,Master,0
963143,47,45749,73732,336,18,PhD,0
376666,45,161903,81465,556,3,High School,0
103648,23,176573,41636,575,20,Bachelor,0
447925,36,42889,78465,584,8,Master,0
524940,59,51985,32642,388,16,PhD,0
957198,47,151656,22299,711,14,Master,0
309315,59,35240,23447,541,25,High School,0
106363,28,183706,95467,699,27,High School,0
602128,39,117816,40664,401,7,High School,0
531950,49,24062,28368,433,14,PhD,0
441027,61,119136,81160,548,29,PhD,0
754539,56,178962,40320,714,2,Master,0
269199,22,189894,8184,462,6,Bachelor,0
836,18,75503,76917,535,21,PhD,0
291986,62,117537,74207,331,16,Master,0
700746,39,34608,92574,384,0,High School,0
852389,25,156663,50095,782,21,PhD,0
97377,63,30251,68242,555,15,High School,0
353574,60,137141,11580,511,21,Master,0
851719,58,97256,30653,777,29,PhD,0
929371,24,39946,55497,647,17,High School,0
525831,42,59349,61215,507,17,High School,0
700061,36,159727,93930,348,29,PhD,0
630288,19,69347,34905,648,13,High School,0
746736,46,170675,84214,804,30,Master,0
645724,58,59203,80594,773,4,Master,0
305008,53,170107,56630,510,9,Master,0
818120,35,91794,48594,716,5,Master,0
170648,19,28921,48039,627,9,Master,0
840519,40,76203,69872,555,22,Bachelor,1
145585,28,146499,53550,335,3,Bachelor,0
12746,64,164020,78814,668,5,Master,0
763785,21,113765,99533,518,25,Bachelor,0
120934,43,51994,10438,587,27,Master,0
604687,24,134408,57382,750,1,High School,0
975580,46,132957,36428,514,30,High School,0
980196,47,46524,90841,540,6,Master,0
308677,34,172211,46669,761,14,PhD,0
372134,38,119358,78692,646,8,PhD,0
665697,30,154216,53929,346,1,PhD,0
713490,60,140878,68072,322,1,Master,0
341850,33,47606,73921,529,10,PhD,0
706270,56,121840,96005,632,25,PhD,0
329325,23,194791,28008,827,9,Bachelor,0
878533,47,129854,31845,419,29,PhD,0
759872,53,114756,75165,695,21,Bachelor,1
670195,46,141970,46452,705,6,Bachelor,0
776363,63,144500,85646,497,23,Master,0
554051,37,126925,79114,553,23,PhD,0
332616,57,121063,12524,744,10,Master,0
917058,44,87793,84240,824,10,Master,1
168951,56,178914,88725,745,10,High School,0
662660,42,184726,58511,639,14,Bachelor,1
698378,30,112177,74753,763,5,Bachelor,0
953754,47,189339,33518,669,16,PhD,0
869440,28,169401,45584,848,0,Master,1
402348,53,20857,56478,406,12,PhD,0
164436,18,171741,57657,396,10,PhD,0
577444,57,128602,97710,648,19,PhD,0
790843,28,185467,70725,405,24,High School,0
375061,45,82994,87693,816,14,Master,1
23889,43,107684,27583,441,28,Master,0
378964,26,60255,55438,763,3,Master,0
110001,51,190486,59959,624,15,Master,0
264480,50,169914,71660,589,22,PhD,1
601214,59,89277,22362,723,2,High School,1
605129,42,38556,61245,646,2,Bachelor,1
936086,48,192765,63785,846,28,High School,0
490633,62,45083,8132,749,3,High School,0
209779,65,49894,31859,722,10,Master,1
523868,50,164060,77450,507,22,PhD,0
493709,62,124255,46910,575,7,Master,1
792516,19,50223,97172,666,6,PhD,0
235827,39,134414,30202,613,16,PhD,0
30773,49,89986,24057,544,13,Bachelor,0
17708,49,68054,62391,391,25,Bachelor,1
43767,45,32251,67794,819,29,High School,0
381454,41,33607,17979,448,8,Bachelor,0
894705,46,30027,57768,647,1,PhD,0
716813,58,64642,15624,499,20,Bachelor,0
327895,49,134266,62853,642,16,Master,0
818617,41,168830,82121,477,5,Bachelor,0
207895,25,105710,65120,465,19,PhD,0
491262,65,44556,76910,587,6,Bachelor,0
175908,45,171438,91984,462,24,High School,0
